      3323.04  1.047721E-15
      3325.35  1.538153E-15
      3327.65  1.389846E-15
      3329.96  7.213405E-16
      3332.26  6.906098E-16
      3334.56  5.056070E-16
      3336.87  1.197465E-16
      3339.17  4.710689E-16
      3341.48  1.072822E-15
      3343.78  7.205454E-16
      3346.09  1.100990E-15
      3348.39  1.517673E-15
      3350.70  8.704734E-16
      3353.00  6.247648E-16
      3355.30  6.457090E-16
      3357.61  5.612090E-16
      3359.91  3.730940E-16
      3362.22  6.812742E-16
      3364.52  2.062049E-15
      3366.83  1.719822E-15
      3369.13  6.645452E-16
      3371.43  1.377042E-15
      3373.74  1.129489E-15
      3376.04  1.156383E-15
      3378.35  1.456251E-15
      3380.65  9.065796E-16
      3382.96  7.337707E-16
      3385.26  8.775153E-16
      3387.56  6.755627E-16
      3389.87  1.036620E-15
      3392.17  1.127843E-15
      3394.48  8.701904E-16
      3396.78  5.771715E-16
      3399.09  3.763290E-16
      3401.39  4.126409E-16
      3403.69  4.085438E-16
      3406.00  6.843288E-16
      3408.30  9.372837E-16
      3410.61  8.415327E-16
      3412.91  7.413746E-16
      3415.22  6.480075E-16
      3417.52  7.007489E-16
      3419.83  6.943979E-16
      3422.13  6.448065E-16
      3424.43  9.128784E-16
      3426.74  4.869157E-16
      3429.04  4.215736E-16
      3431.35  8.302424E-16
      3433.65  7.108998E-16
      3435.96  5.750914E-16
      3438.26  4.339843E-16
      3440.56  8.513818E-16
      3442.87  9.291815E-16
      3445.17  5.164879E-16
      3447.48  6.445002E-16
      3449.78  1.116927E-15
      3452.09  1.145553E-15
      3454.39  9.555021E-16
      3456.69  7.295487E-16
      3459.00  6.929167E-16
      3461.30  8.422449E-16
      3463.61  7.624654E-16
      3465.91  5.053219E-16
      3468.22  6.962187E-16
      3470.52  8.991776E-16
      3472.82  5.219358E-16
      3475.13  5.155414E-16
      3477.43  7.232938E-16
      3479.74  1.170419E-15
      3482.04  1.114337E-15
      3484.35  7.943799E-16
      3486.65  7.451378E-16
      3488.96  6.329606E-16
      3491.26  6.594770E-16
      3493.56  8.134957E-16
      3495.87  9.484351E-16
      3498.17  7.977282E-16
      3500.48  7.637887E-16
      3502.78  7.519528E-16
      3505.09  8.900635E-16
      3507.39  1.122981E-15
      3509.69  8.494131E-16
      3512.00  6.966574E-16
      3514.30  9.200186E-16
      3516.61  9.372127E-16
      3518.91  8.422931E-16
      3521.22  6.528023E-16
      3523.52  6.109540E-16
      3525.82  5.973976E-16
      3528.13  5.981880E-16
      3530.43  5.347519E-16
      3532.74  5.483772E-16
      3535.04  7.851470E-16
      3537.35  6.172910E-16
      3539.65  4.526816E-16
      3541.95  8.185790E-16
      3544.26  7.758650E-16
      3546.56  5.536625E-16
      3548.87  5.673618E-16
      3551.17  5.486949E-16
      3553.48  7.401532E-16
