      5804.79  2.233106E-15
      5821.27  2.067004E-15
      5837.75  1.994815E-15
      5854.22  2.055523E-15
      5870.70  2.240725E-15
      5887.18  2.388249E-15
      5903.66  2.383427E-15
      5920.13  2.327928E-15
      5936.61  2.279449E-15
      5953.09  2.244357E-15
      5969.56  2.229354E-15
      5986.04  2.167234E-15
      6002.52  2.125815E-15
      6019.00  2.096013E-15
      6035.47  2.059680E-15
      6051.95  2.020133E-15
      6068.43  1.985015E-15
      6084.91  1.954205E-15
      6101.38  1.919509E-15
      6117.86  1.948401E-15
      6134.34  1.997831E-15
      6150.81  1.974601E-15
      6167.29  1.913159E-15
      6183.77  1.865499E-15
      6200.25  1.805896E-15
      6216.72  1.808527E-15
      6233.20  1.842898E-15
      6249.68  1.837124E-15
      6266.16  1.826571E-15
      6282.63  1.788646E-15
      6299.11  1.723077E-15
      6315.59  1.712678E-15
      6332.06  1.726086E-15
      6348.54  1.683395E-15
      6365.02  1.611423E-15
      6381.50  1.495956E-15
      6397.97  1.279339E-15
      6414.45  1.018688E-15
      6430.93  8.116166E-16
      6447.41  7.197846E-16
      6463.88  7.552528E-16
      6480.36  9.412317E-16
      6496.84  1.377153E-15
      6513.31  2.046172E-15
      6529.79  2.768332E-15
      6546.27  3.276203E-15
      6562.75  3.519100E-15
      6579.22  3.527827E-15
      6595.70  3.320674E-15
      6612.18  2.991260E-15
      6628.66  2.639226E-15
      6645.13  2.335269E-15
      6661.61  2.113139E-15
      6678.09  1.918688E-15
      6694.56  1.774978E-15
      6711.04  1.672365E-15
      6727.52  1.577040E-15
      6744.00  1.486806E-15
      6760.47  1.416152E-15
      6776.95  1.371347E-15
      6793.43  1.354284E-15
      6809.91  1.348910E-15
      6826.38  1.325079E-15
      6842.86  1.319229E-15
      6859.34  1.307931E-15
      6875.81  1.252598E-15
      6892.29  1.206584E-15
      6908.77  1.179073E-15
      6925.25  1.161243E-15
      6941.72  1.140057E-15
      6958.20  1.143198E-15
      6974.68  1.173515E-15
      6991.16  1.167323E-15
      7007.63  1.141649E-15
      7024.11  1.133581E-15
      7040.59  1.121626E-15
      7057.06  1.123338E-15
      7073.54  1.103127E-15
      7090.02  1.083972E-15
      7106.50  1.080607E-15
      7122.97  1.058651E-15
      7139.45  1.021136E-15
      7155.93  1.009265E-15
      7172.41  1.021215E-15
      7188.88  1.025181E-15
      7205.36  1.036883E-15
      7221.84  1.036890E-15
      7238.31  1.017265E-15
      7254.79  9.894788E-16
      7271.27  9.909905E-16
      7287.75  9.856955E-16
      7304.22  9.846892E-16
      7320.70  9.919548E-16
      7337.18  9.815734E-16
      7353.66  9.506075E-16
      7370.13  9.369388E-16
      7386.61  9.377812E-16
      7403.09  9.067612E-16
      7419.56  8.973473E-16
      7436.04  9.227687E-16
      7452.52  9.067022E-16
      7469.00  8.993392E-16
      7485.47  8.951286E-16
      7501.95  8.613615E-16
      7518.43  8.688546E-16
      7534.91  8.612275E-16
      7551.38  8.439173E-16
      7567.86  8.591755E-16
      7584.34  8.647067E-16
      7600.81  8.270405E-16
      7617.29  7.687649E-16
      7633.77  7.452533E-16
      7650.25  7.344327E-16
      7666.72  7.434594E-16
      7683.20  6.893822E-16
      7699.68  6.420807E-16
      7716.16  6.272283E-16
      7732.63  6.655246E-16
      7749.11  7.721607E-16
      7765.59  7.978628E-16
      7782.06  7.423844E-16
      7798.54  7.535452E-16
      7815.02  7.860174E-16
      7831.50  7.477631E-16
      7847.97  6.988017E-16
      7864.45  7.019428E-16
      7880.93  7.238929E-16
      7897.41  7.029895E-16
      7913.88  6.491215E-16
      7930.36  6.223106E-16
      7946.84  6.751831E-16
      7963.31  7.022067E-16
      7979.79  6.296350E-16
      7996.27  6.118346E-16
      8012.75  6.855481E-16
      8029.22  6.923821E-16
      8045.70  6.251402E-16
      8062.18  6.515387E-16
      8078.66  6.934858E-16
      8095.13  6.334771E-16
      8111.61  5.602858E-16
      8128.09  5.645407E-16
      8144.56  6.974568E-16
      8161.04  7.972601E-16
      8177.52  5.937401E-16
      8194.00  3.213301E-16
      8210.47  4.480174E-16
      8226.95  6.889761E-16
      8243.43  6.987970E-16
      8259.91  5.827152E-16
      8276.38  5.619096E-16
      8292.86  6.415323E-16
      8309.34  6.575670E-16
      8325.81  5.390084E-16
      8342.29  4.775746E-16
      8358.77  4.939665E-16
      8375.25  4.169808E-16
      8391.72  2.333791E-16
      8408.20  1.927524E-16
      8424.68  2.616253E-16
      8441.16  2.522255E-16
      8457.63  2.157472E-16
      8474.11  3.207370E-16
      8490.59  5.693886E-16
      8507.06  6.705052E-16
      8523.54  5.549641E-16
      8540.02  5.050997E-16
      8556.50  5.403636E-16
      8572.97  4.913300E-16
      8589.45  4.287067E-16
      8605.93  5.355217E-16
      8622.41  7.194999E-16
      8638.88  8.902723E-16
      8655.36  8.515877E-16
      8671.84  6.809022E-16
      8688.31  7.026066E-16
      8704.79  8.676776E-16
      8721.27  9.558529E-16
      8737.75  7.887681E-16
      8754.22  6.105124E-16
      8770.70  7.009822E-16
      8787.18  8.178210E-16
      8803.66  6.453838E-16
      8820.13  4.825922E-16
      8836.61  5.141698E-16
      8853.09  5.796916E-16
      8869.56  4.797777E-16
      8886.04  3.621520E-16
      8902.52  3.964194E-16
      8919.00  5.074193E-16
      8935.47  4.495838E-16
      8951.95  3.262471E-16
      8968.43  3.717960E-16
      8984.91  4.768284E-16
      9001.38  4.251317E-16
      9017.86  3.498846E-16
      9034.34  3.560563E-16
      9050.81  4.384704E-16
      9067.29  5.093940E-16
      9083.77  4.962093E-16
      9100.25  3.704048E-16
      9116.72  3.093745E-16
      9133.20  3.782287E-16
      9149.68  4.387475E-16
      9166.16  3.868485E-16
      9182.63  2.902640E-16
      9199.11  3.209941E-16
      9215.59  4.401578E-16
      9232.06  5.382340E-16
      9248.54  5.434269E-16
      9265.02  4.650328E-16
      9281.50  3.841173E-16
      9297.97  4.496544E-16
      9314.45  6.699534E-16
      9330.93  7.347797E-16
      9347.41  5.276318E-16
      9363.88  3.340131E-16
      9380.36  3.822071E-16
      9396.84  5.719128E-16
      9413.31  6.582462E-16
      9429.79  5.355305E-16
      9446.27  3.029395E-16
      9462.75  2.103962E-16
      9479.22  3.098946E-16
      9495.70  4.810471E-16
      9512.18  5.741394E-16
      9528.66  4.919660E-16
      9545.13  3.333178E-16
      9561.61  2.480799E-16
      9578.09  2.829114E-16
      9594.56  3.799806E-16
      9611.04  4.428602E-16
      9627.52  3.611180E-16
      9644.00  2.089765E-16
      9660.47  2.043607E-16
      9676.95  3.450507E-16
      9693.43  3.895725E-16
      9709.91  2.765984E-16
      9726.38  1.765614E-16
      9742.86  1.478047E-16
      9759.34  2.448627E-16
      9775.81  3.295724E-16
      9792.29  3.016290E-16
      9808.77  1.641982E-16
