      3409.70  2.094176E-15
      3414.47  1.558630E-15
      3419.24 -1.268402E-15
      3424.01  8.357651E-18
      3428.78  1.123077E-16
      3433.55  7.636573E-16
      3438.32 -1.685582E-15
      3443.08 -2.816038E-16
      3447.85 -1.562076E-15
      3452.62 -5.406663E-16
      3457.39  2.565212E-15
      3462.16  3.095116E-15
      3466.93  5.923656E-16
      3471.70  4.704976E-16
      3476.47  1.634117E-15
      3481.24 -7.156898E-16
      3486.01  2.374486E-15
      3490.78  9.666744E-18
      3495.55  1.420982E-15
      3500.32  5.616006E-17
      3505.09  1.621732E-16
      3509.86  1.475811E-15
      3514.63 -1.613932E-16
      3519.40 -2.648081E-16
      3524.17 -6.373104E-16
      3528.94 -2.198709E-16
      3533.71  1.803064E-16
      3538.48 -7.708418E-16
      3543.25  3.864076E-16
      3548.02 -4.883957E-16
      3552.79 -2.132373E-17
      3557.56 -2.406525E-16
      3562.33 -4.820284E-16
      3567.10 -2.397567E-16
      3571.87 -2.477882E-16
      3576.64  4.432874E-16
      3581.41  8.221468E-16
      3586.18  5.266710E-16
      3590.95 -1.543531E-16
      3595.72  1.256087E-16
      3600.48  1.485007E-15
      3605.25  1.046165E-15
      3610.02  9.889632E-16
      3614.79  2.387595E-16
      3619.56  9.429078E-16
      3624.33  1.203421E-15
      3629.10  2.829061E-16
      3633.87  4.199961E-16
      3638.64  6.352503E-16
      3643.41  5.382091E-16
      3648.18  6.900141E-16
      3652.95  1.021265E-15
      3657.72  8.951293E-16
      3662.49  7.373970E-16
      3667.26  6.976543E-16
      3672.03  5.116797E-16
      3676.80  8.090461E-16
      3681.57  7.336068E-16
      3686.34  6.660098E-16
      3691.11  1.511645E-16
      3695.88 -2.504197E-17
      3700.65 -7.875947E-18
      3705.42  6.337491E-16
      3710.19  5.838576E-16
      3714.96  4.699213E-16
      3719.73  2.357125E-16
      3724.50  4.644012E-16
      3729.27  6.410099E-16
      3734.04  1.204160E-15
      3738.81  1.314149E-15
      3743.58  1.571010E-15
      3748.35  1.677957E-15
      3753.12  1.755811E-15
      3757.88  2.198884E-15
      3762.65  1.394859E-15
      3767.42  1.242967E-15
      3772.19  1.466306E-15
      3776.96  1.139619E-15
      3781.73  9.711429E-16
      3786.50  1.010640E-15
      3791.27  1.024317E-15
      3796.04  9.405409E-16
      3800.81  9.827596E-16
      3805.58  7.678820E-16
      3810.35  7.535808E-16
      3815.12  5.856880E-16
      3819.89  6.970497E-16
      3824.66  5.332663E-16
      3829.43  6.423136E-16
      3834.20  7.691449E-16
      3838.97  7.731938E-16
      3843.74  9.220678E-16
      3848.51  7.582448E-16
      3853.28  6.610161E-16
      3858.05  3.715849E-16
      3862.82  2.964920E-16
      3867.59  4.991097E-16
      3872.36  4.193696E-16
      3877.13  5.834131E-16
      3881.90  4.366648E-16
      3886.67  5.608278E-16
      3891.44  5.590175E-16
      3896.21  6.824086E-16
      3900.98  5.225564E-16
      3905.75  6.488319E-16
      3910.52  6.552031E-16
      3915.28  5.043885E-16
      3920.05  5.254176E-16
      3924.82  5.279475E-16
      3929.59  5.543232E-16
      3934.36  6.039775E-16
      3939.13  6.825094E-16
      3943.90  8.819504E-16
      3948.67  1.040227E-15
      3953.44  1.381599E-15
      3958.21  1.443000E-15
      3962.98  1.478184E-15
      3967.75  1.759709E-15
      3972.52  2.016313E-15
      3977.29  2.211812E-15
      3982.06  2.365940E-15
      3986.83  2.282893E-15
      3991.60  2.217804E-15
      3996.37  2.194957E-15
      4001.14  2.077228E-15
      4005.91  1.937389E-15
      4010.68  1.829629E-15
      4015.45  1.812946E-15
      4020.22  1.826170E-15
      4024.99  1.581582E-15
      4029.76  1.353556E-15
      4034.53  1.277833E-15
      4039.30  1.316586E-15
      4044.07  1.060585E-15
      4048.84  1.033295E-15
      4053.61  8.441012E-16
